2.92246,0,1,5,0,73,11.73,28.0426,28.0426,5,3.333724783,3.333724783,0
2.93025,0,1,5,0,34,73.34,57.5712,57.5712,5,4.053022443,4.053022443,0
2.94624,0,1,5,0,29,34.29,95.8618,95.8618,5,4.562907571,4.562907571,0
5.63488,0,1,5,0,35,27.35,159.385,159.385,5,5.071322659,5.071322659,0
5.67916,0,1,5,0,74,35.74,68.6764,68.6764,5,4.229405618,4.229405618,0
5.69824,0,1,5,0,31,74.31,17.3081,17.3081,5,2.8511746,2.8511746,0
5.82199,0,1,5,0,34,72.34,138.385,138.385,5,4.930039656,4.930039656,0
5.86043,0,1,5,0,29,34.29,142.121,142.121,5,4.956678807,4.956678807,0
6.33204,0,1,5,0,35,27.35,174.318,174.318,5,5.160881217,5.160881217,0
6.38046,0,1,5,0,74,35.74,85.4039,85.4039,5,4.447391767,4.447391767,0
6.40419,0,1,5,0,31,74.31,25.0427,25.0427,5,3.220582368,3.220582368,0
6.41972,0,1,5,0,34,72.34,89.7251,89.7251,5,4.496750552,4.496750552,0
6.44465,0,1,5,0,29,34.29,147.583,147.583,5,4.994390729,4.994390729,0
6.5532,0,1,5,0,34,72.34,83.6848,83.6848,5,4.42705736,4.42705736,0
6.57645,0,1,5,0,29,34.29,156.765,156.765,5,5.054747869,5.054747869,0
6.65548,0,1,5,0,34,72.34,94.9059,94.9059,5,4.552885874,4.552885874,0
6.88261,0,1,5,0,35,27.35,207.672,207.672,5,5.335959912,5.335959912,0
6.9403,0,1,5,0,74,35.74,81.6512,81.6512,5,4.402456516,4.402456516,0
6.96298,0,1,5,0,31,74.31,22.7474,22.7474,5,3.124450853,3.124450853,0
6.9535,0,1,5,0,51,49.51,217.276,217.276,5,5.381168435,5.381168435,0
7.19423,0,1,5,0,35,27.35,101.959,101.959,5,4.624570772,4.624570772,0
7.22255,0,1,5,0,74,35.74,65.7211,65.7211,5,4.185420031,4.185420031,0
7.24081,0,1,5,0,31,74.31,18.6598,18.6598,5,2.926371477,2.926371477,0
7.33147,0,1,5,0,35,27.35,181.147,181.147,5,5.199308856,5.199308856,0
7.38179,0,1,5,0,74,35.74,81.6569,81.6569,5,4.402526323,4.402526323,0
7.40447,0,1,5,0,31,74.31,17.3521,17.3521,5,2.853713537,2.853713537,0
7.5759,0,1,5,0,74,35.74,74.8439,74.8439,5,4.315404611,4.315404611,0
7.63412,0,1,5,0,73,11.73,57.2623,57.2623,5,4.047642467,4.047642467,0
7.65003,0,1,5,0,34,73.34,101.813,101.813,5,4.623137797,4.623137797,0
7.67831,0,1,5,0,29,34.29,174.84,174.84,5,5.16387127,5.16387127,0
7.93321,0,1,5,0,73,11.73,79.7112,79.7112,5,4.378410103,4.378410103,0
7.95535,0,1,5,0,34,73.34,139.414,139.414,5,4.937447924,4.937447924,0
7.99407,0,1,5,0,29,34.29,155.243,155.243,5,5.044991631,5.044991631,0
8.05045,0,1,5,0,35,27.35,209.128,209.128,5,5.342946505,5.342946505,0
8.10854,0,1,5,0,74,35.74,81.7813,81.7813,5,4.404048611,4.404048611,0
8.27917,0,1,5,0,29,34.29,211.287,211.287,5,5.353217399,5.353217399,0
8.30794,0,1,5,0,73,11.73,38.6159,38.6159,5,3.653664109,3.653664109,0
8.31867,0,1,5,0,34,73.34,82.5456,82.5456,5,4.413350868,4.413350868,0
8.52798,0,1,5,0,34,72.34,88.5909,88.5909,5,4.484029144,4.484029144,0
8.55259,0,1,5,0,29,34.29,141.938,141.938,5,4.955390343,4.955390343,0
8.69723,0,1,5,0,34,73.34,95.1617,95.1617,5,4.55557755,4.55557755,0
8.72366,0,1,5,0,29,34.29,178.361,178.361,5,5.183809586,5.183809586,0
8.88434,0,1,5,0,35,27.35,166.224,166.224,5,5.113336276,5.113336276,0
8.93051,0,1,5,0,74,35.74,80.9077,80.9077,5,4.393308999,4.393308999,0
8.90921,0,1,5,0,34,72.34,106.091,106.091,5,4.664297216,4.664297216,0
8.95299,0,1,5,0,31,74.31,24.0892,24.0892,5,3.181763607,3.181763607,0
8.93869,0,1,5,0,29,34.29,244.625,244.625,5,5.499726426,5.499726426,0
9.01069,0,1,5,0,35,27.35,180.663,180.663,5,5.196633417,5.196633417,0
9.06087,0,1,5,0,74,35.74,80.2302,80.2302,5,4.384900003,4.384900003,0
9.08316,0,1,5,0,31,74.31,19.5798,19.5798,5,2.974498423,2.974498423,0
9.13117,0,1,5,0,35,27.35,190.117,190.117,5,5.247639672,5.247639672,0
9.14535,0,1,5,0,35,27.35,193.274,193.274,5,5.264108871,5.264108871,0
9.18398,0,1,5,0,74,35.74,77.7253,77.7253,5,4.353180816,4.353180816,0
9.20557,0,1,5,0,31,74.31,20.2116,20.2116,5,3.006256697,3.006256697,0
9.19904,0,1,5,0,74,35.74,72.9049,72.9049,5,4.289155852,4.289155852,0
9.21929,0,1,5,0,31,74.31,23.4188,23.4188,5,3.153539119,3.153539119,0
9.2574,0,1,5,0,35,27.35,185.21,185.21,5,5.221490316,5.221490316,0
9.30885,0,1,5,0,74,35.74,82.3349,82.3349,5,4.410795076,4.410795076,0
9.33172,0,1,5,0,31,74.31,20.9151,20.9151,5,3.040471386,3.040471386,0
9.30354,0,1,5,0,29,34.29,189.868,189.868,5,5.246329094,5.246329094,0
9.8137,0,1,5,0,73,11.73,36.6305,36.6305,5,3.600881227,3.600881227,0
9.82388,0,1,5,0,34,73.34,81.037,81.037,5,4.39490584,4.39490584,0
9.84639,0,1,5,0,29,34.29,179.518,179.518,5,5.190275481,5.190275481,0
9.82897,0,1,5,0,35,27.35,258.526,258.526,5,5.554996269,5.554996269,0
9.90079,0,1,5,0,74,35.74,94.3441,94.3441,5,4.546948737,4.546948737,0
9.92699,0,1,5,0,31,74.31,27.2324,27.2324,5,3.304407441,3.304407441,0
10.1975,0,1,5,0,34,72.34,99.8078,99.8078,5,4.603246337,4.603246337,0
10.2252,0,1,5,0,29,34.29,186.242,176.242,5,5.227046903,5.171858051,10
10.3235,0,1,5,0,34,72.34,164.703,164.703,5,5.104143852,5.104143852,0
10.3655,0,1,5,0,73,11.73,47.2857,47.2857,5,3.856207924,3.856207924,0
10.3787,0,1,5,0,34,73.34,114.369,114.369,5,4.739430063,4.739430063,0
10.3692,0,1,5,0,29,34.29,183.091,183.091,5,5.209983297,5.209983297,0
10.9798,0,1,5,0,73,11.73,55.3856,55.3856,5,4.014319632,4.014319632,0
10.9952,0,1,5,0,34,73.34,128.007,128.007,5,4.85208495,4.85208495,0
11.0962,0,1,5,0,35,27.35,237.722,237.722,5,5.471101924,5.471101924,0
11.0307,0,1,5,0,29,34.29,879.223,828.223,5,6.779038563,6.719282442,51
11.2631,0,1,5,0,34,72.34,112.826,112.826,5,4.725846809,4.725846809,0
11.266,0,1,5,0,35,27.35,200.169,200.169,5,5.29916201,5.29916201,0
11.3216,0,1,5,0,74,35.74,95.3689,95.3689,5,4.557752529,4.557752529,0
11.3481,0,1,5,0,31,74.31,29.2832,29.2832,5,3.377013973,3.377013973,0
11.2945,0,1,5,0,29,34.29,235.691,215.691,5,5.462521625,5.373846828,20
11.3902,0,1,5,0,34,73.34,106.857,106.857,5,4.671491492,4.671491492,0
11.4199,0,1,5,0,29,34.29,337.459,317.459,5,5.821444021,5.760348676,20
11.6486,0,1,5,0,34,72.34,127.848,127.848,5,4.850842058,4.850842058,0
11.718,0,1,5,0,35,27.35,192.008,192.008,5,5.257537038,5.257537038,0
11.6841,0,1,5,0,29,34.29,179.476,179.476,5,5.190041494,5.190041494,0
11.7223,0,1,5,0,35,27.35,201.884,201.884,5,5.307693275,5.307693275,0
11.7784,0,1,5,0,74,35.74,96.3835,96.3835,5,4.568335025,4.568335025,0
11.9792,0,1,5,0,35,27.35,219.536,219.536,5,5.391516228,5.391516228,0
12.0402,0,1,5,0,74,35.74,73.4524,73.4524,5,4.296637577,4.296637577,0
12.0606,0,1,5,0,31,74.31,20.4286,20.4286,5,3.01693588,3.01693588,0
12.1092,0,1,5,0,74,35.74,77.6615,77.6615,5,4.352359639,4.352359639,0
12.1308,0,1,5,0,31,74.31,23.4753,23.4753,5,3.155948805,3.155948805,0
12.2236,0,1,5,0,34,72.34,127.355,127.355,5,4.846978463,4.846978463,0
12.2589,0,1,5,0,29,34.29,222.081,212.081,5,5.40304218,5.356968277,10
12.6742,0,1,5,0,35,27.35,409.464,409.464,5,6.014848987,6.014848987,0
12.7879,0,1,5,0,74,35.74,86.9662,86.9662,5,4.465519537,4.465519537,0
12.8072,0,1,5,0,73,11.73,38.9691,38.9691,5,3.662769024,3.662769024,0
12.8121,0,1,5,0,31,74.31,22.836,22.836,5,3.128338238,3.128338238,0
12.818,0,1,5,0,34,73.34,84.1997,84.1997,5,4.433191358,4.433191358,0
12.8414,0,1,5,0,29,34.29,209.936,209.936,5,5.346802722,5.346802722,0
13.0451,0,1,5,0,34,72.34,98.4915,98.4915,5,4.58997025,4.58997025,0
13.0724,0,1,5,0,29,34.29,199.144,199.144,5,5.294028181,5.294028181,0
13.4013,0,1,5,0,34,73.34,96.1503,96.1503,5,4.565912592,4.565912592,0
13.428,0,1,5,0,29,34.29,189.263,189.263,5,5.243137582,5.243137582,0
13.9157,0,1,5,0,35,27.35,179.778,179.778,5,5.191722756,5.191722756,0
13.9656,0,1,5,0,74,35.74,63.8469,63.8469,5,4.15648803,4.15648803,0
13.9834,0,1,5,0,31,74.31,24.0053,24.0053,5,3.178274639,3.178274639,0
14.1439,0,1,5,0,34,72.34,94.6019,94.6019,5,4.54967756,4.54967756,0
14.1702,0,1,5,0,29,34.29,189.073,189.073,5,5.242133184,5.242133184,0
14.2793,0,1,5,0,35,27.35,231.227,231.227,5,5.443399912,5.443399912,0
14.3435,0,1,5,0,74,35.74,70.1517,70.1517,5,4.25066004,4.25066004,0
14.363,0,1,5,0,31,74.31,304.593,32.593,5,5.718976459,3.484097541,272
14.4765,0,1,5,0,73,11.73,86.0549,86.0549,5,4.454985465,4.454985465,0
14.5004,0,1,5,0,34,73.34,98.3068,98.3068,5,4.588093201,4.588093201,0
14.5277,0,1,5,0,29,34.29,199.896,199.896,5,5.297797231,5.297797231,0
14.7698,0,1,5,0,29,34.29,204.811,204.811,5,5.322087603,5.322087603,0
14.7925,0,1,5,0,35,27.35,205.582,205.582,5,5.325844981,5.325844981,0
14.8496,0,1,5,0,74,35.74,85.0737,85.0737,5,4.44351794,4.44351794,0
14.839,0,1,5,0,35,27.35,215.634,215.634,5,5.373582526,5.373582526,0
14.8989,0,1,5,0,74,35.74,75.2241,75.2241,5,4.320471658,4.320471658,0
14.8733,0,1,5,0,31,74.31,190.254,38.254,5,5.248360021,3.64424813,152
14.9198,0,1,5,0,31,74.31,29.3705,29.3705,5,3.379990769,3.379990769,0
15.0196,0,1,5,0,34,72.34,106.245,106.245,5,4.665747748,4.665747748,0
15.0491,0,1,5,0,29,34.29,271.914,146.294,5,5.60548584,4.985618296,125.62
15.4044,0,1,5,0,73,11.73,33.7679,33.7679,5,3.519510647,3.519510647,0
15.4138,0,1,5,0,34,73.34,110.632,110.632,5,4.706209378,4.706209378,0
15.4547,0,1,5,0,35,27.35,218.397,218.397,5,5.386314508,5.386314508,0
15.5154,0,1,5,0,74,35.74,78.0143,78.0143,5,4.356892143,4.356892143,0
15.5371,0,1,5,0,31,74.31,19.6744,19.6744,5,2.979318298,2.979318298,0
15.8903,0,1,5,0,35,27.35,209.003,209.003,5,5.342348606,5.342348606,0
15.9361,0,1,5,0,35,27.35,204.46,204.46,5,5.320372357,5.320372357,0
15.9929,0,1,5,0,74,35.74,81.6753,81.6753,5,4.402751631,4.402751631,0
16.0156,0,1,5,0,31,74.31,20.902,20.902,5,3.039844848,3.039844848,0
16.3286,0,1,5,0,35,27.35,191.09,191.09,5,5.252744521,5.252744521,0
16.4124,0,1,5,0,29,34.29,198.498,198.498,5,5.290779025,5.290779025,0
16.5794,0,1,5,0,34,72.34,108.072,108.072,5,4.682797672,4.682797672,0
16.6094,0,1,5,0,29,34.29,225.507,225.507,5,5.418351201,5.418351201,0
16.8855,0,1,5,0,29,34.29,190.821,170.821,5,5.251335816,5.140616225,20
16.9606,0,1,5,0,73,11.73,90.1668,90.1668,5,4.501661288,4.501661288,0
16.9856,0,1,5,0,34,73.34,102.1,102.1,5,4.625952725,4.625952725,0
17.014,0,1,5,0,29,34.29,189.887,189.887,5,5.246429158,5.246429158,0
17.2999,0,1,5,0,73,11.73,44.8591,44.8591,5,3.803526466,3.803526466,0
