id,longitude,latitude
2395,80.2652482,13.0460759
2396,80.2642603,13.0454281
2397,80.2647971,13.0453748
2398,80.2637805,13.0463521
2399,80.2634679,13.0464229
2400,80.262411,13.0461617
2401,80.2666751,13.0459162
2402,80.2785497,13.1108121
2403,80.2817522,13.1126994
2404,80.2821346,13.1136678
2405,80.2834669,13.1160156
2406,80.2839222,13.1167177
2407,80.2842958,13.1172421
2408,80.2862054,13.120582
2409,80.2865194,13.1212271
2410,80.2871832,13.1225173
2411,80.2875793,13.1233183
2412,80.287728,13.1234063
2413,80.2891222,13.1252992
2414,80.2781914,13.1112468
2415,80.2705887,13.1013989
2416,80.2202773,13.0845977
2417,80.2203276,13.0858978
2418,80.2203506,13.0864947
2419,80.2203777,13.0871946
2420,80.2203992,13.0877511
2421,80.2204214,13.0883273
2422,80.2204463,13.0889717
2423,80.2204722,13.0896424
2424,80.2204976,13.0902991
2425,80.2205197,13.0908721
2426,80.2205403,13.0914042
2427,80.2205445,13.0915128
2428,80.2205695,13.0921595
2429,80.220595,13.0928194
2430,80.2206168,13.0933836
2431,80.2206291,13.0937018
2432,80.2206371,13.0939655
2433,80.2207426,13.0959014
2434,80.2228155,13.0882353
2435,80.2210972,13.0883013
2436,80.2188418,13.0883881
2437,80.2182027,13.0884147
2438,80.2180606,13.0884206
2439,80.2174216,13.0884427
2440,80.2155862,13.0885133
2441,80.2146178,13.0885506
2442,80.213098,13.088609
2443,80.2123,13.0886397
2444,80.2114846,13.0886711
2445,80.2109522,13.0886916
2446,80.2103283,13.0887156
2447,80.2188146,13.0877983
2448,80.2181112,13.0865755
2449,80.2230136,13.0852985
2450,80.2209695,13.0852226
2451,80.2227012,13.0857913
2452,80.2227833,13.0876138
2453,80.2221547,13.0858194
2454,80.2209964,13.0858706
2455,80.2210714,13.0876794
2456,80.222251,13.0876341
2457,80.2222155,13.0870562
2458,80.22218,13.0864074
2459,80.2210475,13.0871016
2460,80.221021,13.0864628
2461,80.2190087,13.0903666
2462,80.219026,13.0909277
2463,80.2229802,13.0920678
2464,80.2229593,13.0916123
2465,80.2229461,13.091326
2466,80.2229232,13.0907783
2467,80.2212359,13.0908442
2468,80.2189015,13.0896828
2469,80.2247386,13.0895108
2470,80.2253271,13.0889958
2471,80.2252456,13.0886872
2472,80.2251533,13.0883029
2473,80.225051,13.0879115
2474,80.2249078,13.0873303
2475,80.2241655,13.0873712
2476,80.226895,13.0863181
2477,80.2273458,13.0860973
2478,80.2272882,13.085585
2479,80.2272339,13.0851229
2480,80.2271598,13.0844922
2481,80.2270851,13.083856
2482,80.2270462,13.0835328
2483,80.2270022,13.0831679
2484,80.2220356,13.0902514
2485,80.2220052,13.0896014
2486,80.2219629,13.0889323
2487,80.218871,13.0890204
2488,80.2180152,13.0839195
2489,80.2180019,13.0832954
2490,80.2179363,13.0819495
2491,80.2178511,13.084532
2492,80.2178555,13.0847486
2493,80.2181121,13.0847442
2494,80.2242074,13.0881405
2495,80.2246291,13.0856226
2496,80.2263469,13.0882348
2497,80.2272039,13.0877236
2498,80.2189333,13.0903701
2499,80.2241916,13.0895333
2500,80.2257523,13.0888794
2501,80.2253149,13.0894871
2502,80.2815772,13.082231
2503,80.2811364,13.0822339
2504,80.1984378,13.0812326
2505,80.1984495,13.0830135
2506,80.1984927,13.0853955
2507,80.1984696,13.0871928
2508,80.1984689,13.0873515
2509,80.1984648,13.088742
2510,80.1984663,13.0893605
2511,80.1984783,13.0903104
2512,80.1985128,13.0930485
2513,80.198558,13.0949683
2514,80.1985923,13.0970917
2515,80.1973859,13.0984603
2516,80.1956193,13.0991315
2517,80.2215867,12.7895643
2518,80.2191366,12.7911068
2519,80.2169452,12.7923084
2520,80.2153361,12.7926984
2521,80.2140602,12.7930034
2522,80.1979355,12.799587
2523,80.1920527,12.8037332
2524,80.1892999,12.8060887
2525,80.1864425,12.8085224
2526,80.1700543,12.8230472
2527,80.1651043,12.8275244
2528,80.1552597,12.8372994
2529,80.1421274,12.8492468
2530,80.140281,12.8510962
2531,80.1295532,12.8616816
2532,80.2128533,13.0830759
2533,80.2128691,13.083609
2534,80.2128984,13.0840942
2535,80.2129237,13.0847223
2536,80.2129603,13.0854945
2537,80.2129821,13.0859869
2538,80.2130075,13.0865622
2539,80.2130731,13.0880455
2540,80.213121,13.0891275
2541,80.213125,13.0892181
2542,80.213154,13.0898741
2543,80.2131817,13.090498
2544,80.2132674,13.092437
2545,80.2111064,13.0925191
2546,80.2110813,13.0918948
2547,80.211053,13.0911936
2548,80.2110279,13.09057
2549,80.2110029,13.0899501
2550,80.2109766,13.089296
2551,80.2109293,13.0881228
2552,80.2108907,13.0871648
2553,80.2108701,13.086655
2554,80.2108465,13.0860672
2555,80.2108263,13.085567
2556,80.2103922,13.0905913
2557,80.2123991,13.0905242
2558,80.2126206,13.0905168
2559,80.2138055,13.0904772
2560,80.2147041,13.0904471
2561,80.2149986,13.0904373
2562,80.2156606,13.0904152
2563,80.2163256,13.0903929
2564,80.2168708,13.0903747
2565,80.2173174,13.0903598
2566,80.2175003,13.0903537
2567,80.2181396,13.0903323
2568,80.212443,13.0865867
2569,80.2102589,13.0866817
2570,80.2102217,13.0855876
2571,80.2174486,13.0889901
2572,80.2173943,13.0878897
2573,80.2173174,13.086405
2574,80.2173044,13.0860644
2575,80.2167776,13.0890114
2576,80.2162202,13.0890291
2577,80.2156072,13.0890486
2578,80.2149999,13.0890678
2579,80.2146466,13.0890791
2580,80.2137347,13.089108
2581,80.2123318,13.0892469
2582,80.2115215,13.0892762
2583,80.2154933,13.0861342
2584,80.2161356,13.0861094
2585,80.2166887,13.0860881
2586,80.2179544,13.086042
2587,80.2155067,13.0864791
2588,80.216091,13.0853832
2589,80.2166495,13.085363
2590,80.2155645,13.0879557
2591,80.2125274,13.0880652
2592,80.2120552,13.0880822
2593,80.211525,13.0881013
2594,80.2124722,13.0871001
2595,80.2120002,13.0871194
2596,80.2114749,13.0871409
2597,80.2123663,13.0899019
2598,80.2126459,13.0911449
2599,80.2126755,13.0918462
2600,80.2127154,13.0924579
2601,80.212182,13.0918613
2602,80.211651,13.0918775
2603,80.2121467,13.0911602
2604,80.2116154,13.0911765
2605,80.2150287,13.0910578
2606,80.2150623,13.091748
2607,80.2150924,13.0923676
2608,80.2138624,13.0924131
2609,80.2138659,13.0917969
2610,80.2138342,13.0911057
2611,80.2144658,13.0910804
2612,80.2144964,13.0917711
2613,80.2175408,13.0911467
2614,80.217566,13.0916601
2615,80.2176062,13.0922721
2616,80.2157122,13.0917354
2617,80.2169266,13.0911633
2618,80.2163741,13.0911783
2619,80.2156911,13.0911967
2620,80.2170371,13.0922937
2621,80.2170559,13.0928981
2622,80.2170679,13.0932809
2623,80.2157592,13.0929387
2624,80.2182715,13.0932307
2625,80.215779,13.0934454
2626,80.2162508,13.0897647
2627,80.2168078,13.089745
2628,80.2172847,13.0897282
2629,80.215636,13.0897864
2630,80.215035,13.0898076
2631,80.214676,13.0898203
2632,80.2137696,13.0898524
2633,80.2115616,13.0899304
2634,80.2050526,13.0699705
2635,80.2048975,13.0697317
2636,80.2895075,13.0989992
2637,80.2936587,13.098601
2638,80.2929824,13.0988172
2639,80.2934784,13.0980743
2640,80.2923717,13.0984225
2641,80.2899987,13.0989427
2642,80.2921478,13.0977204
2643,80.2932345,13.0973937
2644,80.2924909,13.0951549
2645,80.2753823,13.043398
2646,80.2777248,13.0432873
2647,80.2532114,13.0205272
2648,80.2528379,13.0200461
2649,80.2527712,13.0199375
2650,80.2520966,13.0188761
2651,80.2542817,13.0201498
2652,80.2541026,13.0195092
2653,80.2543942,13.0174997
2654,80.2557948,13.0186675
2655,80.2570339,13.016686
2656,80.2599042,13.01669
2657,80.2586288,13.0186299
2658,80.2582446,13.0175903
2659,80.2571493,13.0172483
2660,80.2574781,13.0187119
2661,80.2589563,13.0186359
2662,80.2587917,13.0200975
2663,80.2588599,13.0208801
2664,80.2579485,13.0212622
2665,80.2579242,13.0211771
2666,80.2573418,13.0213709
2667,80.253424,13.0223713
2668,80.2537172,13.0219675
2669,80.2559961,13.019441
2670,80.2562518,13.0212437
2671,80.2562581,13.0213263
2672,80.2563516,13.0220122
2673,80.2549407,13.0173758
2674,80.2567938,13.016057
2675,80.2543883,13.0166601
2676,80.2577328,13.019986
2677,80.2580667,13.021687
2678,80.2599658,13.0223151
2679,80.2602598,13.022328
2680,80.2611784,13.0220648
2681,80.2620108,13.0218263
2682,80.257435,13.0228195
2683,80.2565642,13.0230902
2684,80.2572816,13.0223998
2685,80.2563387,13.0227021
2686,80.255337,13.0220208
2687,80.2552522,13.0217416
2688,80.2550876,13.0211699
2689,80.2549403,13.0206631
2690,80.2547563,13.0200171
2691,80.2537448,13.0213908
2692,80.2541737,13.0214254
2693,80.2556594,13.0213463
2694,80.2744931,13.0422759
2695,80.2688375,13.038835
2696,80.2676712,13.0389303
2697,80.2676959,13.0381124
2698,80.2685633,13.0380148
2699,80.2681472,13.0404233
2700,80.2697144,13.0405384
2701,80.2682788,13.0413811
2702,80.2682594,13.0418888
2703,80.2691872,13.041887
2704,80.2696277,13.0418861
2705,80.2725374,13.042271
2706,80.2744519,13.0412943
2707,80.2712798,13.0409948
2708,80.2680148,13.0345587
2709,80.2680945,13.0345393
2710,80.2703963,13.0340949
2711,80.2713326,13.0337966
2712,80.2742673,13.0399043
2713,80.268856,13.0363028
2714,80.2781475,13.0367742
2715,80.2787162,13.0366317
2716,80.2779587,13.0362363
2717,80.2789274,13.0361421
2718,80.2744558,13.0411501
2719,80.2763633,13.0389025
2720,80.2783375,13.0374828
2721,80.2758387,13.0383759
2722,80.276802,13.0377513
2723,80.2764863,13.0362759
2724,80.2756524,13.0364345
2725,80.275516,13.0358303
2726,80.2738209,13.0362178
2727,80.2755876,13.0358195
2728,80.2760455,13.0357301
2729,80.2765941,13.035635
2730,80.277791,13.0354274
2731,80.2707136,13.0350894
2732,80.2752444,13.0338831
2733,80.2708786,13.0319459
2734,80.2676212,13.0326562
2735,80.267574,13.0327076
2736,80.2670925,13.0327444
2737,80.2665249,13.0327112
2738,80.2662419,13.032717
2739,80.2652762,13.0327838
2740,80.2650052,13.0328647
2741,80.2644198,13.0331071
2742,80.2715266,13.0347503
2743,80.2762171,13.0325794
2744,80.2775588,13.0323745
2745,80.2775817,13.0321034
2746,80.2785869,13.0321481
2747,80.2768563,13.0301348
2748,80.277417,13.0301172
2749,80.2755204,13.0302042
2750,80.2768167,13.0300481
2751,80.2764282,13.0336227
2752,80.2672747,13.0336451
2753,80.2663217,13.0337542
2754,80.2662675,13.0339047
2755,80.2660651,13.034454
2756,80.2737522,13.0342527
2757,80.2743959,13.0405492
2758,80.2761715,13.0291547
2759,80.2757034,13.0276438
2760,80.2758068,13.0281233
2761,80.2759444,13.0287746
2762,80.2773102,13.0295722
2763,80.2772375,13.0291594
2764,80.2781629,13.0269877
2765,80.2778351,13.0270281
2766,80.2771843,13.0271085
2767,80.2760372,13.0276994
2768,80.2767,13.0296383
2769,80.2779575,13.0295188
2770,80.2779112,13.029247
2771,80.2678441,13.0251092
2772,80.2698752,13.0293654
2773,80.2706954,13.0320081
2774,80.2641251,13.0311264
2775,80.2758766,13.0273439
2776,80.2771191,13.0267018
2777,80.274734,13.0240015
2778,80.2750297,13.0245027
2779,80.2746531,13.0247178
2780,80.2752764,13.024335
2781,80.2755133,13.0241911
2782,80.2768269,13.0233319
2783,80.2772806,13.0244517
2784,80.2773502,13.0247385
2785,80.2774632,13.0252991
2786,80.2724423,13.0244062
2787,80.2724676,13.0259109
2788,80.2724773,13.0264307
2789,80.2724892,13.027065
2790,80.2724464,13.028603
2791,80.2725811,13.0287372
2792,80.2720543,13.028729
2793,80.2703789,13.0287378
2794,80.270066,13.0287364
2795,80.2693891,13.0287166
2796,80.2683562,13.0289312
2797,80.270964,13.027076
2798,80.2703715,13.0270797
2799,80.2693672,13.0270845
2800,80.2703739,13.0276212
2801,80.2703765,13.0282033
2802,80.2709479,13.0264509
2803,80.2709387,13.0259034
2804,80.2709111,13.025018
2805,80.2736032,13.0287212
2806,80.2743103,13.0281355
2807,80.2748205,13.0281341
2808,80.2760089,13.0276346
2809,80.2748192,13.0276577
2810,80.2747851,13.027218
2811,80.2757833,13.0271804
2812,80.2758694,13.0255461
2813,80.2761314,13.0254175
2814,80.2759915,13.0251399
2815,80.2768651,13.0229032
2816,80.2768561,13.0230171
2817,80.2769461,13.0224558
2818,80.2774127,13.0222455
2819,80.2779068,13.0222973
2820,80.2789899,13.03941
2821,80.2788963,13.0395022
2822,80.2777189,13.0263023
2823,80.2770472,13.0264214
2824,80.2743095,13.0272182
2825,80.2771163,13.0280347
2826,80.2693588,13.0264581
2827,80.2681828,13.0265049
2828,80.2670019,13.026597
2829,80.2692978,13.0259031
2830,80.2736037,13.0258903
2831,80.2735931,13.0254322
2832,80.2731489,13.0258875
2833,80.2731362,13.0253997
2834,80.2747218,13.0258982
2835,80.2744216,13.0252341
2836,80.2700667,13.0293709
2837,80.2669244,13.0256894
2838,80.2669837,13.0260414
2839,80.2670967,13.0275189
2840,80.2693832,13.028275
2841,80.269382,13.0281875
2842,80.269376,13.0277404
2843,80.2693744,13.0276245
2844,80.2693692,13.0272334
2845,80.2692071,13.0251991
2846,80.2684163,13.0284345
2847,80.2683445,13.0278868
2848,80.2676241,13.0279741
2849,80.2682746,13.0273686
2850,80.2645993,13.0273213
2851,80.2635527,13.0274236
2852,80.264994,13.0282156
2853,80.2604846,13.0230825
2854,80.260676,13.0236316
2855,80.2608413,13.0240917
2856,80.2609831,13.0245724
2857,80.261111,13.0249748
2858,80.2611436,13.0250611
2859,80.2616729,13.02679
2860,80.2633752,13.0266597
2861,80.2637241,13.027964
2862,80.2638408,13.0283667
2863,80.263971,13.0289346
2864,80.264214,13.0257947
2865,80.2632845,13.0258926
2866,80.2640721,13.0250944
2867,80.2629882,13.0252471
2868,80.2617511,13.0292882
2869,80.2617014,13.0289087
2870,80.2616467,13.0284543
2871,80.2624984,13.0292736
2872,80.2633607,13.0290339
2873,80.2636502,13.028971
2874,80.2611042,13.0285745
2875,80.2621926,13.0284389
2876,80.2630439,13.0284523
2877,80.2632526,13.0287084
2878,80.2623664,13.0288753
2879,80.2625726,13.0235871
2880,80.2617831,13.0238338
2881,80.2589012,13.0235219
2882,80.262403,13.0230956
2883,80.2597488,13.0255094
2884,80.259331,13.0250972
2885,80.2619071,13.0243092
2886,80.2618947,13.0241934
2887,80.2626814,13.0239569
2888,80.2620245,13.0246964
2889,80.2628125,13.0244448
2890,80.2631781,13.0243698
2891,80.2638917,13.0242382
2892,80.2639152,13.0242912
2893,80.2590795,13.0240265
2894,80.2596203,13.0238726
2895,80.2599928,13.0218395
2896,80.2619541,13.0188027
2897,80.2618761,13.0177276
2898,80.2633691,13.0189708
2899,80.2635711,13.0178306
2900,80.2638092,13.0173108
2901,80.2652383,13.017951
2902,80.2655125,13.0187083
2903,80.2654943,13.0164682
2904,80.2648437,13.0221762
2905,80.2671583,13.0187071
2906,80.2667476,13.0174296
2907,80.2718031,13.0173814
2908,80.2710396,13.0175017
2909,80.270183,13.0178187
2910,80.2672703,13.018757
2911,80.2710419,13.019964
2912,80.2706795,13.0191578
2913,80.2704239,13.018536
2914,80.2701701,13.0178809
2915,80.2685983,13.021795
2916,80.2678136,13.0211361
2917,80.2676413,13.0209913
2918,80.2674893,13.0208637
2919,80.26704,13.0204864
2920,80.2673697,13.0213025
2921,80.2670927,13.0216198
2922,80.2666849,13.0212608
2923,80.2680213,13.0224376
2924,80.2683032,13.0221237
2925,80.2667919,13.0207944
2926,80.2705426,13.0215542
2927,80.2699097,13.0223017
2928,80.2694301,13.0228525
2929,80.264491,13.0223217
2930,80.2623398,13.0228727
2931,80.2671723,13.0255224
2932,80.2666015,13.0247222
2933,80.2643295,13.0265725
2934,80.2621639,13.0223118
2935,80.2717716,13.0178921
2936,80.2720808,13.0184052
2937,80.2706341,13.0202027
2938,80.2701136,13.0195888
2939,80.2702521,13.0204305
2940,80.2695536,13.0197568
2941,80.2622697,13.0226535
2942,80.1376039,12.9731461
2943,80.1377355,12.9738835
2944,80.1385823,12.9754371
2945,80.1387879,12.9757793
2946,80.1380326,12.9761808
2947,80.138909,12.9759911
2948,80.1390198,12.9761849
2949,80.1391226,12.9763648
2950,80.1374747,12.9762811
2951,80.1362451,12.9759431
2952,80.1355177,12.9759717
2953,80.2383323,13.0604438
2954,80.2386807,13.0604863
2955,80.2410249,13.060596
2956,80.2454303,13.0616858
2957,80.2447288,13.0617149
2958,80.2432349,13.0618188
2959,80.2389034,13.0631677
2960,80.2388821,13.062268
2961,80.2433692,13.0626243
2962,80.2423003,13.0625933
2963,80.241154,13.0624074
2964,80.2372423,13.0614561
2965,80.2380377,13.0616334
2966,80.2370432,13.0653253
2967,80.2372171,13.0647609
2968,80.2448091,13.0627249
2969,80.2411701,13.0630107
2970,80.2423601,13.0630745
2971,80.2427653,13.063095
2972,80.24185,13.0619146
2973,80.2418774,13.061632
2974,80.2428494,13.0604674
2975,80.241091,13.0614976
2976,80.2411229,13.0618324
2977,80.2412624,13.0638568
2978,80.235994,13.0642029
2979,80.2354339,13.0655274
2980,80.2372115,13.0635845
2981,80.2382841,13.0636509
2982,80.2362067,13.0692884
2983,80.2361955,13.0679855
2984,80.2368221,13.0693386
2985,80.2368021,13.0684792
2986,80.2352929,13.0692885
2987,80.2354147,13.0714122
2988,80.2360865,13.069282
2989,80.2361738,13.0710218
2990,80.2345822,13.0694058
2991,80.2343086,13.0684247
2992,80.2378166,13.0693511
2993,80.2377961,13.0684844
2994,80.2377769,13.0676705
2995,80.2377601,13.066961
2996,80.2377516,13.0666029
2997,80.2368949,13.0669554
2998,80.2382593,13.0693303
2999,80.2383806,13.0704533
3000,80.2384172,13.070752
3001,80.2385484,13.071131
3002,80.2392957,13.0692939
3003,80.2392309,13.0711056
3004,80.2400514,13.0692678
3005,80.2395911,13.0715061
3006,80.2407323,13.0692533
3007,80.2408261,13.067795
3008,80.2456969,13.0595855
3009,80.2457567,13.0569557
3010,80.2457978,13.0563331
3011,80.24547,13.0533456
3012,80.2439521,13.0532
3013,80.2439675,13.0527156
3014,80.2439451,13.053483
3015,80.2439199,13.05375
3016,80.2438768,13.0540614
3017,80.2438554,13.0547881
3018,80.2424369,13.0546889
3019,80.2445222,13.0548324
3020,80.2457165,13.0548861
3021,80.2420742,13.0534437
3022,80.242391,13.0534483
3023,80.2455064,13.0538358
3024,80.2456075,13.0543825
3025,80.2462761,13.0544464
3026,80.2475613,13.0545573
3027,80.2427881,13.0569214
3028,80.2444985,13.0570281
3029,80.2457515,13.0556493
3030,80.2454617,13.0528419
3031,80.2454491,13.0527706
3032,80.2519844,13.059262
3033,80.2492529,13.055556
3034,80.250997,13.0559307
3035,80.2515236,13.0560438
3036,80.2535041,13.0567736
3037,80.2481904,13.0587016
3038,80.2498521,13.0589549
3039,80.251015,13.059028
3040,80.245258,13.0595224
3041,80.2464378,13.0596933
3042,80.2476833,13.0598527
3043,80.2454509,13.0620121
3044,80.2453685,13.0609192
3045,80.2470641,13.0628827
3046,80.2486596,13.0617864
3047,80.2484562,13.0610318
3048,80.2507448,13.0599724
3049,80.249358,13.0605682
3050,80.2475786,13.0603928
3051,80.2495347,13.0618538
3052,80.2496946,13.0623405
3053,80.2503514,13.0621673
3054,80.2511722,13.0619835
3055,80.2519528,13.0606696
3056,80.2528231,13.0607447
3057,80.2534088,13.0621581
3058,80.2517631,13.0616043
3059,80.2512449,13.0615279
3060,80.2504739,13.061423
3061,80.2499529,13.0613442
3062,80.2492512,13.0610719
3063,80.2500509,13.0607332
3064,80.2513272,13.0609683
3065,80.249371,13.0640975
3066,80.249255,13.0641346
3067,80.2478287,13.0597826
3068,80.2500163,13.0658074
3069,80.251106,13.0655761
3070,80.2519473,13.0651338
3071,80.2523096,13.0649405
3072,80.2542662,13.0631023
3073,80.252021,13.0673546
3074,80.2520144,13.0673074
3075,80.2527475,13.0616456
3076,80.2494747,13.0647936
3077,80.2445707,13.0661996
3078,80.2442993,13.0669064
3079,80.2438773,13.0677449
3080,80.2429779,13.067529
3081,80.2535849,13.0662297
3082,80.2610333,13.0574998
3083,80.260466,13.0599178
3084,80.25624,13.0594188
3085,80.2594592,13.0640908
3086,80.2586199,13.0646469
3087,80.2579734,13.0650352
3088,80.2569927,13.0639401
3089,80.2611216,13.063595
3090,80.2536527,13.0746723
3091,80.2534442,13.076534
3092,80.2581575,13.0754772
3093,80.2531079,13.0742469
3094,80.253392,13.0731995
3095,80.2203044,12.7861449
3096,80.2209769,12.7879076
3097,80.2440897,13.0067332
3098,80.2474643,13.006767
3099,80.2409408,13.0037233
3100,80.2396199,12.9982271
3101,80.2425929,13.0065953
3102,80.2424639,13.0058457
3103,80.2339275,12.9915902
3104,80.2356868,12.9930049
3105,80.2401012,12.9974129
3106,80.2417213,13.0040416
3107,80.2337188,12.9916538
3108,80.2336954,12.9913812
3109,80.2335246,12.9914556
3110,80.233291,12.9901396
3111,80.233,12.9881879
3112,80.2332816,12.987477
3113,80.2392581,12.9988085
3114,80.240213,13.0069328
3115,80.2418528,13.0053015
3116,80.242722,13.0241166
3117,80.2424673,13.0257229
3118,80.2429624,13.0238507
3119,80.2409944,13.0235742
3120,80.2403781,13.0230075
3121,80.2400786,13.0231135
3122,80.2410816,13.0231297
3123,80.2427865,13.0233442
3124,80.2411667,13.0225424
3125,80.2407064,13.0212081
3126,80.2400627,13.0193459
3127,80.2397986,13.0185919
3128,80.2425111,13.0225447
3129,80.241839,13.0226518
3130,80.2405713,13.0224169
3131,80.2411869,13.0206753
3132,80.2400297,13.0229215
3133,80.2395293,13.0230519
3134,80.2389333,13.0221517
3135,80.23907,13.0192192
3136,80.2380185,13.0199626
3137,80.2375716,13.0202772
3138,80.2384345,13.0206586
3139,80.2420211,13.0210661
3140,80.2452263,13.0213497
3141,80.2428252,13.0201418
3142,80.2418024,13.0204397
3143,80.244194,13.0199619
3144,80.2450083,13.0200224
3145,80.2429187,13.020356
3146,80.2452596,13.0205109
3147,80.2458305,13.0195429
3148,80.2479261,13.0143014
3149,80.2459183,13.0143139
3150,80.244711,13.0140432
3151,80.2471971,13.0168906
3152,80.2467052,13.0171134
3153,80.2462876,13.0173315
3154,80.2458207,13.01755
3155,80.2461832,13.0161467
3156,80.2466559,13.0181039
3157,80.2454322,13.0167057
3158,80.2455768,13.017012
3159,80.2457389,13.017374
3160,80.245883,13.0176662
3161,80.2467579,13.018974
3162,80.2449002,13.018111
3163,80.2448259,13.0177723
3164,80.2445168,13.0174879
3165,80.2469762,13.0204411
3166,80.2464176,13.0210315
3167,80.2446221,13.0160463
3168,80.2480322,13.0152894
3169,80.2478807,13.0111515
3170,80.2478134,13.010117
3171,80.2476214,13.0067745
3172,80.2460767,13.0128831
3173,80.2461084,13.0123009
3174,80.2455177,13.0125512
3175,80.2410822,13.0181189
3176,80.2440543,13.016294
3177,80.2463748,13.0157008
3178,80.2387086,13.0186087
3179,80.2430539,13.0240883
3180,80.2269708,13.0125999
3181,80.2276171,13.0126018
3182,80.2292042,13.0122938
3183,80.2310333,13.0129333
3184,80.2293969,13.0132614
3185,80.227822,13.0135772
3186,80.227988,13.0143671
3187,80.229557,13.0140653
3188,80.2311945,13.013731
3189,80.2308444,13.0145252
3190,80.2310117,13.0151843
3191,80.2324406,13.0128882
3192,80.2310689,13.0131093
3193,80.2298202,13.0153867
3194,80.2299485,13.0160211
3195,80.2287758,13.0163198
3196,80.2280019,13.0167231
3197,80.2269283,13.0151269
3198,80.2262127,13.0144246
3199,80.2281345,13.0150642
3200,80.228272,13.0157188
3201,80.2296924,13.0147449
3202,80.2309867,13.0127023
3203,80.2291702,13.0194538
3204,80.2290949,13.0192816
3205,80.23019,13.0188726
3206,80.2298079,13.0178663
3207,80.2287817,13.0194003
3208,80.2284604,13.0195223
3209,80.2300837,13.020757
3210,80.229777,13.0198698
3211,80.2289256,13.0202157
3212,80.2302044,13.0197425
3213,80.2305241,13.0206104
3214,80.2293165,13.0232372
3215,80.2302091,13.0227909
3216,80.2295979,13.0227618
3217,80.230591,13.0224863
3218,80.229489,13.0261592
3219,80.2297563,13.0263461
3220,80.228708,13.0268569
3221,80.2302838,13.0256904
3222,80.2391715,13.0319132
3223,80.2372496,13.0313751
3224,80.2315648,13.0303537
3225,80.2316178,13.0221538
3226,80.2328106,13.0217923
3227,80.2317575,13.0228372
3228,80.2307864,13.0234397
3229,80.229312,13.024583
3230,80.2338271,13.0277255
3231,80.2420626,13.0330319
3232,80.2848412,13.0696654
3233,80.286456,13.0690729
3234,80.2903245,13.0725622
3235,80.2866151,13.0695943
3236,80.2866858,13.0698285
3237,80.2871586,13.0699611
3238,80.2870791,13.0697092
3239,80.2869996,13.0694706
3240,80.2171586,12.7850899
3241,80.1949454,12.782089
3242,80.251179,12.7866261
3243,80.2501716,12.7866764
3244,80.2451478,12.7846005
3245,80.2473381,12.8971855
3246,80.2471615,12.8963123
3247,80.2471484,12.8962407
3248,80.2470118,12.8954928
3249,80.2466257,12.8938852
3250,80.2465174,12.8935083
3251,80.2463873,12.8930558
3252,80.2460819,12.8920905
3253,80.2457943,12.890873
3254,80.2455898,12.8875385
3255,80.2457369,12.8869059
3256,80.2457793,12.8863335
3257,80.2455939,12.8852593
3258,80.2455208,12.8847196
3259,80.2454111,12.8841623
3260,80.2452661,12.8835823
3261,80.2450669,12.8824816
3262,80.2449761,12.8819054
3263,80.2444853,12.8795518
3264,80.2439889,12.878488
3265,80.2437761,12.8774872
3266,80.243578,12.8759801
3267,80.243452,12.8749951
3268,80.2433495,12.8742149
3269,80.2432471,12.8733639
3270,80.243255,12.8715829
3271,80.2434756,12.8696444
3272,80.2435938,12.8694238
3273,80.2435867,12.86877
3274,80.243578,12.8685491
3275,80.2433968,12.8680053
3276,80.2432392,12.8675246
3277,80.243184,12.8673828
3278,80.2429713,12.8668233
3279,80.2421173,12.8628439
3280,80.2278862,12.9009094
3281,80.2275766,12.9009202
3282,80.2079385,12.9053877
3283,80.2026896,12.9074147
3284,80.2013261,12.9075397
3285,80.1998678,12.9076176
3286,80.1987453,12.9077043
3287,80.1978385,12.9087213
3288,80.1973427,12.9094431
3289,80.1972915,12.9095175
3290,80.1967336,12.9103041
3291,80.1964799,12.9106618
3292,80.1961845,12.9110783
3293,80.195642,12.9118432
3294,80.1953992,12.9121855
3295,80.1951939,12.9125038
3296,80.195052,12.912887
3297,80.194937,12.9133215
3298,80.1948718,12.91363
3299,80.1945699,12.9150576
3300,80.1944581,12.9155865
3301,80.1943248,12.9162401
3302,80.1941503,12.9170957
3303,80.185309,12.9880465
3304,80.1875154,12.9873731
3305,80.1881655,12.9873224
3306,80.1882007,12.987087
3307,80.1882386,12.9864957
3308,80.253709,13.0921671
3309,80.2538664,13.0915446
3310,80.292582,13.1145475
3311,80.2931119,13.1177368
3312,80.2932169,13.1184787
3313,80.2933233,13.1192026
3314,80.2938891,13.1217468
3315,80.2945988,13.1249818
3316,80.2951262,13.1269205
3317,80.2284838,13.1177265
3318,80.2280502,13.1161288
3319,80.227703,13.1148495
3320,80.2273029,13.1133749
3321,80.2193808,13.1260304
3322,80.2121023,13.123924
3323,80.2084539,13.1220828
3324,80.2061605,13.1085788
3325,80.2049939,13.1089007
3326,80.2049493,13.1090949
3327,80.2044285,13.1087943
3328,80.2023345,13.1091203
3329,80.20081,13.109158
3330,80.1993598,13.1091939
3331,80.1868552,13.0998134
3332,80.1864165,13.1027822
3333,80.1863914,13.1057843
3334,80.1865846,13.1078329
3335,80.1863104,13.1079369
3336,80.1859056,13.1079672
3337,80.1848914,13.1080431
3338,80.183437,13.1081747
3339,80.1823774,13.1082471
3340,80.180271,13.1084248
