id,longitude,latitude
222,80.2866237,13.0975771
223,80.2867469,13.0999303
224,80.286845,13.1043194
225,80.2807792,13.0858531
226,80.2792403,13.0860734
227,80.2784734,13.0862137
228,80.2757815,13.0866025
229,80.2757017,13.0866263
230,80.2761005,13.0833726
231,80.2761716,13.083413
232,80.2781149,13.083512
233,80.2519664,13.0419542
234,80.2510911,13.0419392
235,80.2577288,13.0421068
236,80.2563956,13.0421882
237,80.2542594,13.0446793
238,80.2550834,13.0446375
239,80.255661,13.0445841
240,80.2564138,13.044512
241,80.2556091,13.0464032
242,80.2594774,13.0430204
243,80.2582789,13.0431206
244,80.2564612,13.0432611
245,80.2538208,13.0272003
246,80.2515395,13.0277956
247,80.2497597,13.0288367
248,80.2480019,13.0292353
249,80.2478348,13.0292618
250,80.2474348,13.0293085
251,80.2208833,13.0351213
252,80.2426054,13.0568702
253,80.2407217,13.05821
254,80.2393593,13.0595301
255,80.2377306,13.0609129
256,80.2375464,13.0610494
257,80.2374468,13.0610953
258,80.2435118,13.0638279
259,80.2435471,13.0640664
260,80.2435271,13.0647739
261,80.2435357,13.0656043
262,80.2459241,13.0481968
263,80.2458483,13.0482864
264,80.2455227,13.0486721
265,80.2448226,13.0489861
266,80.2432127,13.0493518
267,80.2423924,13.049529
268,80.2418318,13.0496559
269,80.2403908,13.0499835
270,80.2403522,13.0497446
271,80.240268,13.0497368
272,80.2392428,13.0498796
273,80.2386359,13.0499986
274,80.237854,13.050152
275,80.2364978,13.050418
276,80.2358618,13.0505428
277,80.2353646,13.0506403
278,80.2338798,13.0509092
279,80.2361522,13.0534346
280,80.2359278,13.0526131
281,80.2357326,13.0519542
282,80.2355529,13.0513814
283,80.2502177,13.0512928
284,80.2506815,13.0514975
285,80.2509799,13.0525591
286,80.2519414,13.0531452
287,80.2529575,13.0538405
288,80.251522,13.0518475
289,80.2537686,13.0485209
290,80.2545312,13.0472209
291,80.2548797,13.0468011
292,80.2564843,13.0462254
293,80.2570588,13.0459895
294,80.2509692,13.0519833
295,80.2508314,13.0516892
296,80.2532575,13.0540709
297,80.2564959,13.0564965
298,80.2577074,13.0577779
299,80.2629004,13.0620544
300,80.263002,13.0621478
301,80.2636861,13.0627182
302,80.224415,13.0195083
303,80.2245859,13.0198085
304,80.2275392,13.0235251
305,80.2285917,13.0244382
306,80.2290558,13.0247499
307,80.252991,13.0537275
308,80.2595955,13.0437082
309,80.2591545,13.0387255
310,80.2590819,13.0385209
311,80.2551798,13.0360266
312,80.2556236,13.0366765
313,80.2682212,13.0585134
314,80.2714804,13.0606816
315,80.271555,13.0607255
316,80.2743742,13.0609197
317,80.2772677,13.0581789
318,80.2788527,13.0579707
319,80.2791188,13.0579287
320,80.2806289,13.06422
321,80.2783829,13.0647162
322,80.2783031,13.0647337
323,80.2815306,13.0644641
324,80.28343,13.0641512
325,80.2835669,13.0641154
326,80.2783492,13.0645918
327,80.2782151,13.063744
328,80.2777913,13.0610384
329,80.2843963,13.0678099
330,80.2841957,13.0678429
331,80.2110095,13.0094179
332,80.2119122,13.0090917
333,80.2120709,13.0091372
334,80.2194725,13.0192175
335,80.2103263,13.0085663
336,80.275452,13.0562149
337,80.2757472,13.0586932
338,80.2757203,13.0611228
339,80.2790959,13.0281929
340,80.2772331,13.0284697
341,80.2771075,13.0284935
342,80.2764387,13.0286179
343,80.2640956,13.0293728
344,80.2637444,13.0294279
345,80.2635169,13.0294867
346,80.2626371,13.0296787
347,80.2618095,13.0297219
348,80.2611617,13.0291204
349,80.2650981,13.0293089
350,80.2656629,13.0292903
351,80.2663845,13.0292224
352,80.2664657,13.0292148
353,80.2737951,13.0527654
354,80.2739226,13.0562447
355,80.2740652,13.0575379
356,80.2742241,13.0589232
357,80.2743709,13.0608577
358,80.2742565,13.0624867
359,80.2742438,13.0625495
360,80.274125,13.0634439
361,80.2737487,13.0667489
362,80.2746441,13.0289854
363,80.2745419,13.0296118
364,80.2743788,13.0301804
365,80.2740784,13.0315184
366,80.2856814,13.0739993
367,80.2859773,13.0739154
368,80.2858272,13.0729988
369,80.2852663,13.0732572
370,80.2853829,13.0737892
371,80.2891572,13.0827928
372,80.2860675,13.0736634
373,80.28951,13.0810634
374,80.2607313,13.066434
375,80.2607179,13.0661452
376,80.2607023,13.0660619
377,80.2601063,13.0640062
378,80.2601969,13.0638785
379,80.2481355,13.0713354
380,80.2480959,13.0716206
381,80.2479307,13.0725108
382,80.2478187,13.0731342
383,80.247713,13.0737627
384,80.2622773,13.0778344
385,80.2623028,13.0777391
386,80.2628086,13.074664
387,80.2628205,13.0745972
388,80.2680806,13.0662229
389,80.2683885,13.0665474
390,80.2684556,13.0667802
391,80.26942,13.0682875
392,80.2601255,13.0665644
393,80.260007,13.0666279
394,80.2592582,13.0672159
395,80.2587872,13.0676506
396,80.2569436,13.069391
397,80.2568507,13.0694784
398,80.2561035,13.0687587
399,80.2543695,13.0707355
400,80.2540334,13.0710695
401,80.2539098,13.0711784
402,80.2615059,13.0736002
403,80.2615168,13.0747421
404,80.2615245,13.0749597
405,80.2523324,13.0723502
406,80.2525403,13.0739095
407,80.2527822,13.0741413
408,80.260873,13.0677593
409,80.2609196,13.0683649
410,80.2612687,13.073047
411,80.2291173,13.0540708
412,80.2278221,13.0538778
413,80.22626,13.0536771
414,80.224097,13.0532674
415,80.2218654,13.0527072
416,80.2204235,13.0523226
417,80.2201317,13.0522473
418,80.2189987,13.0519547
419,80.2177112,13.0515032
420,80.2167156,13.0511687
421,80.2165697,13.0510935
422,80.2147157,13.0504078
423,80.2536651,13.0484677
424,80.2528954,13.0474364
425,80.2527192,13.0471473
426,80.2524197,13.0466415
427,80.25211,13.0461272
428,80.2324322,13.0703903
429,80.2457684,13.073557
430,80.2467317,13.0736674
431,80.2491281,13.0739125
432,80.2523487,13.0741471
433,80.2429624,13.0734935
434,80.2754329,13.0521991
435,80.2783894,13.0510758
436,80.2743405,13.043362
437,80.2743099,13.0434701
438,80.2745848,13.0469375
439,80.2746019,13.0489933
440,80.2743927,13.0502592
441,80.2743187,13.0506834
442,80.2361806,13.0629321
443,80.235854,13.0628508
444,80.2413176,13.0644817
445,80.2413437,13.0653432
446,80.2433259,13.0656754
447,80.2389544,13.0650046
448,80.2372343,13.0647151
449,80.2543568,13.0271317
450,80.2560073,13.0270902
451,80.2565744,13.0270995
452,80.257214,13.0270837
453,80.25796,13.0270903
454,80.2599328,13.02713
455,80.2447779,13.0275188
456,80.2450726,13.0276373
457,80.2456369,13.0295577
458,80.2456573,13.0296526
459,80.2336177,13.0351563
460,80.2306439,13.0360236
461,80.23701,13.035334
462,80.2336789,13.0354171
463,80.2339182,13.0364367
464,80.2364107,13.0362956
465,80.2355623,13.037729
466,80.2355083,13.0376889
467,80.2352466,13.0369613
468,80.2360872,13.0367771
469,80.2361488,13.0368214
470,80.2340825,13.0371426
471,80.2377443,13.0299944
472,80.2372689,13.0312818
473,80.2383291,13.0332055
474,80.2370157,13.0331281
475,80.2352654,13.0330678
476,80.2341403,13.0330291
477,80.2369873,13.0336378
478,80.2352468,13.03369
479,80.2341306,13.0337234
480,80.233097,13.033687
481,80.2330871,13.0335631
482,80.2305555,13.0335931
483,80.2307215,13.0315272
484,80.2329571,13.0317219
485,80.2306567,13.0322694
486,80.2330067,13.0323536
487,80.2330616,13.0330515
488,80.2305921,13.0330039
489,80.2331856,13.03463
490,80.2331419,13.0340743
491,80.2329137,13.0311694
492,80.2304969,13.0342724
493,80.2370347,13.032448
494,80.2352686,13.0324165
495,80.2346936,13.0324062
496,80.2341305,13.0323962
497,80.1370815,12.9470442
498,80.1373539,12.9467313
499,80.1369568,12.9468609
500,80.2582797,13.0752691
501,80.2576362,13.074708
502,80.2573685,13.0743159
503,80.2541482,13.0712603
504,80.2443631,13.0778084
505,80.2443626,13.07795
506,80.2445231,13.0793214
507,80.2446146,13.0793142
508,80.245762,13.0794832
509,80.2468991,13.0802016
510,80.2475297,13.080426
511,80.2493949,13.0811479
512,80.2495309,13.0813536
513,80.24327,13.0793799
514,80.2436476,13.082214
515,80.240613,13.07719
516,80.2407006,13.0773437
517,80.2439566,13.0793632
518,80.2407294,13.0790789
519,80.2570165,13.0458643
520,80.2564512,13.0460945
521,80.2548396,13.0466756
522,80.2511542,13.0519273
523,80.250403,13.0505957
524,80.2498731,13.0496157
525,80.2178563,12.984243
526,80.2190934,12.9843659
527,80.2199283,12.9844582
528,80.2203961,12.9844159
529,80.2210238,12.9843099
530,80.1367139,12.9470863
531,80.1367926,12.9471878
532,80.1391004,12.9497787
533,80.1388791,12.9493877
534,80.1348074,12.9443568
535,80.1379746,12.9435705
536,80.1383293,12.9351168
537,80.1389062,12.9350196
538,80.1392449,12.9349626
539,80.1383868,12.9362427
540,80.1401382,12.9360462
541,80.1409988,12.9360521
542,80.1422724,12.9360066
543,80.1430783,12.9360138
544,80.1432583,12.9360154
545,80.1379826,12.9433911
546,80.1380113,12.9426365
547,80.1380305,12.9419876
548,80.1381006,12.9413814
549,80.1382136,12.9402215
550,80.138267,12.9396731
551,80.1383246,12.9390811
552,80.1383728,12.9385855
553,80.1388536,12.9373555
554,80.1421071,12.9446191
555,80.1429212,12.945659
556,80.1410539,12.9424415
557,80.1408306,12.9416727
558,80.1417117,12.9422379
559,80.1410013,12.9396164
560,80.1407516,12.9391787
561,80.1406065,12.9388803
562,80.1403374,12.9426725
563,80.1406082,12.9434263
564,80.1410253,12.9444766
565,80.1394608,12.943758
566,80.1379939,12.9439758
567,80.1393061,12.9430824
568,80.1396252,12.9443269
569,80.1392425,12.9419111
570,80.1393802,12.9430034
571,80.1392923,12.9425287
572,80.1400849,12.9410861
573,80.2516348,13.006797
574,80.2516897,13.0066591
575,80.2516772,13.0058074
576,80.2516663,13.0050258
577,80.2516137,13.0042647
578,80.2517847,13.0037039
579,80.251896,13.0031394
580,80.2519782,13.0026155
581,80.25201,13.0019371
582,80.2520206,13.0013222
583,80.2520278,13.0008605
584,80.2520252,13.0004089
585,80.2520246,13.000301
586,80.2520234,13.0000771
587,80.2520203,12.9995361
588,80.2577795,13.0067405
589,80.2578263,13.0066579
590,80.257465,13.0065405
591,80.2546694,13.0065266
592,80.2591938,13.0109976
593,80.2593354,13.0103726
594,80.2593258,13.0101815
595,80.2592592,13.0079965
596,80.2594277,13.007651
597,80.2591425,13.007293
598,80.2597313,13.0073297
599,80.2514706,13.006868
600,80.2515102,13.0076885
601,80.2515683,13.0086019
602,80.2516219,13.0096084
603,80.2486514,13.0085486
604,80.2502396,13.0084631
605,80.248722,13.0091332
606,80.2502629,13.0090432
607,80.2502138,13.0078228
608,80.2502509,13.0087458
609,80.2502883,13.0096732
610,80.2485708,13.0078984
611,80.2544575,13.0076716
612,80.2571394,13.0075675
613,80.2579553,13.008359
614,80.2579855,13.0093499
615,80.2543639,13.0066185
616,80.2545187,13.0085835
617,80.2545417,13.0094942
618,80.2488098,13.0097576
619,80.2526432,13.0095649
620,80.2536394,13.0095304
621,80.2528206,13.0111942
622,80.2519922,13.0117976
623,80.2522142,13.0103885
624,80.2568781,13.0084938
625,80.2574993,13.0067416
626,80.2489044,13.0104792
627,80.2690665,13.0712262
628,80.2696083,13.0731321
629,80.2702071,13.075238
630,80.2639365,13.0356098
631,80.2639776,13.037609
632,80.2598158,13.0354865
633,80.2589284,13.0355075
634,80.2588235,13.0355386
635,80.2587864,13.0347416
636,80.2591503,13.0333685
637,80.2593097,13.0347416
638,80.2578772,13.0347835
639,80.2600699,13.0347089
640,80.245915,13.034197
641,80.2466286,13.0341775
642,80.2478361,13.0340436
643,80.2492235,13.0338969
644,80.2498994,13.0337573
645,80.2569019,13.0333183
646,80.2563138,13.0333422
647,80.2558596,13.0333753
648,80.2548293,13.0334501
649,80.2533011,13.033514
650,80.2602909,13.0294379
651,80.2602039,13.0307706
652,80.2602228,13.0313325
653,80.2604042,13.0331003
654,80.2601407,13.0332429
655,80.2580752,13.0387393
656,80.2581783,13.0374117
657,80.2458385,13.0309272
658,80.2469793,13.0299592
659,80.2478162,13.0293236
660,80.2613613,13.0392549
661,80.2610579,13.0404473
662,80.2610929,13.0410071
663,80.2611261,13.0415952
664,80.2611467,13.0421715
665,80.2611804,13.0428396
666,80.2612145,13.0431126
667,80.2472439,13.0315953
668,80.2471675,13.0309202
669,80.2471372,13.0306526
670,80.247074,13.0302181
671,80.2633551,13.0431878
672,80.2517978,13.031519
673,80.2515548,13.031566
674,80.249554,13.031932
675,80.2493994,13.0319671
676,80.2488452,13.0319905
677,80.2619225,13.0394146
678,80.2617669,13.0400012
679,80.2486693,13.0334499
680,80.2547461,13.0317725
681,80.2534254,13.0318696
682,80.2495732,13.0329096
683,80.2597122,13.0263825
684,80.2577062,13.0263911
685,80.2574338,13.0258113
686,80.2580766,13.0257741
687,80.2592658,13.0257598
688,80.2494425,13.0313421
689,80.2527438,13.0290502
690,80.2529633,13.0302955
691,80.2531286,13.0311774
692,80.2579631,13.0276131
693,80.258822,13.0289277
694,80.258775,13.0307639
695,80.2594963,13.0307946
696,80.2596138,13.0291513
697,80.2589897,13.0327082
698,80.2596825,13.0325104
699,80.2547139,13.0310515
700,80.2579542,13.0279858
701,80.2563692,13.028028
702,80.2539144,13.0281097
703,80.257978,13.0288053
704,80.2539886,13.0290934
705,80.2542015,13.0302454
706,80.2542917,13.0311004
707,80.2645704,13.0338465
708,80.263928,13.0339567
709,80.2622892,13.0342348
710,80.2578293,13.0323473
711,80.2590061,13.0333713
712,80.2579552,13.0333398
713,80.2577946,13.0314713
714,80.2546133,13.0232715
715,80.2546269,13.0240662
716,80.2546389,13.0246363
717,80.2546449,13.0249216
718,80.2546512,13.0252193
719,80.254663,13.0257781
720,80.2566712,13.0240865
721,80.2533451,13.0259623
722,80.2541278,13.0258357
723,80.256851,13.0257275
724,80.2542394,13.0264411
725,80.2564286,13.026372
726,80.2568106,13.0251602
727,80.2567642,13.0245702
728,80.2530185,13.0252066
729,80.2465215,13.0268064
730,80.2475518,13.0278257
731,80.2487012,13.0272532
732,80.2506798,13.025542
733,80.2454439,13.0276119
734,80.247099,13.0285186
735,80.2474403,13.0293552
736,80.2501642,13.0242249
737,80.2484041,13.0258504
738,80.245714,13.0284735
739,80.2463658,13.0286969
740,80.2536238,13.0363363
741,80.2527853,13.0364118
742,80.2525936,13.0364269
743,80.2536552,13.0367207
744,80.253586,13.0358151
745,80.2557463,13.0360114
746,80.2561018,13.0359987
747,80.246708,13.0348599
748,80.2493627,13.034823
749,80.2479354,13.0348865
750,80.2478845,13.0344541
751,80.2492854,13.0343162
752,80.2479243,13.0347924
753,80.2458107,13.0315475
754,80.2449776,13.0321339
755,80.244654,13.033887
756,80.2442108,13.0322191
757,80.2450704,13.0280585
758,80.2451256,13.0285126
759,80.2403322,13.0308211
760,80.2426323,13.0283735
761,80.2416149,13.0286462
762,80.2420868,13.0285283
763,80.2407966,13.0288748
764,80.2412316,13.0304303
765,80.2403911,13.0289706
766,80.2408335,13.0305999
767,80.2457492,13.0288691
768,80.2500887,13.0292272
769,80.2511575,13.0306569
770,80.2515814,13.0312084
771,80.2521517,13.031968
772,80.2525347,13.0325028
773,80.2528875,13.0329713
774,80.2536367,13.0339257
775,80.2435376,13.0268607
776,80.2437529,13.0278869
777,80.2437558,13.0282014
778,80.243757,13.0283363
779,80.2437991,13.0286045
780,80.2438635,13.0290148
781,80.2439325,13.0296151
782,80.2490489,13.0278732
783,80.2454557,13.0270077
784,80.2505979,13.0253132
785,80.2501257,13.0241281
786,80.2567719,13.0315274
787,80.2566721,13.0308846
788,80.2566072,13.0303871
789,80.2565706,13.0301061
790,80.2564573,13.0289178
791,80.2522201,13.0311361
792,80.2523159,13.0311592
793,80.254879,13.0310369
794,80.2553988,13.0309891
795,80.2577476,13.030809
796,80.2578098,13.0308043
797,80.2588483,13.0307674
798,80.2548891,13.0342523
799,80.2477251,13.0331008
800,80.2460028,13.0332208
801,80.2516104,13.0290508
802,80.2551993,13.0290408
803,80.2663324,13.0477257
804,80.2687879,13.0475767
805,80.2699317,13.0474642
806,80.2706886,13.0474648
807,80.2710381,13.0474511
808,80.2721516,13.0473622
809,80.2769001,13.046647
810,80.2410473,13.0287937
811,80.2413087,13.0287258
812,80.2418508,13.0285872
813,80.251653,13.0325774
814,80.2434043,13.0390367
815,80.2427393,13.0390806
816,80.2407629,13.0393182
817,80.2404477,13.0386579
818,80.2398808,13.0399049
819,80.2408125,13.0397909
820,80.239675,13.038119
821,80.2430852,13.0377435
822,80.2444107,13.0379182
823,80.2431925,13.0383412
824,80.2394645,13.0363553
825,80.2426932,13.0359691
826,80.239562,13.0372097
827,80.242927,13.0368117
828,80.2367101,13.0371705
829,80.2395295,13.0368642
830,80.2394256,13.0360464
831,80.2379753,13.0362142
832,80.2369,13.0356608
833,80.2372193,13.0378811
834,80.2396037,13.0375755
835,80.2428042,13.036267
836,80.2438351,13.0359956
837,80.2443087,13.0374456
838,80.243099,13.0378222
839,80.2390372,13.033986
840,80.2393429,13.0334482
841,80.2410626,13.0335751
842,80.2382638,13.0335355
843,80.2426601,13.0384027
844,80.2303625,13.0350239
845,80.2334837,13.034587
846,80.2352964,13.0343723
847,80.2369721,13.0341738
848,80.2375819,13.034421
849,80.2307843,13.0307682
850,80.2286509,13.0303325
851,80.2275068,13.0304026
852,80.2389229,13.0323287
853,80.2370707,13.03195
854,80.2347218,13.0315396
855,80.2341305,13.0314223
856,80.2328906,13.0276187
857,80.2329713,13.0270715
858,80.2330212,13.0266513
859,80.2330691,13.0265224
860,80.2408552,13.0402709
861,80.2199207,13.028623
862,80.2217369,13.0284619
863,80.2241085,13.0284581
864,80.2259665,13.0301752
865,80.2263833,13.0300967
866,80.2274191,13.0299155
867,80.2255829,13.0287033
868,80.2259842,13.0286322
869,80.2271598,13.0284181
870,80.2264381,13.0280527
871,80.2260795,13.0290032
872,80.2261825,13.0293924
873,80.2272902,13.0291645
874,80.227229,13.0287884
875,80.2279614,13.0282834
876,80.2279318,13.0278643
877,80.2278815,13.0273241
878,80.2278522,13.0269933
879,80.2301552,13.0289781
880,80.2296258,13.0279981
881,80.2302222,13.0283626
882,80.2298575,13.0321313
883,80.2298877,13.0350994
884,80.2277222,13.0368808
885,80.2298787,13.0362434
886,80.2305042,13.0360577
887,80.2295959,13.0351615
888,80.2284414,13.0374368
889,80.2287084,13.0383091
890,80.2289214,13.0392623
891,80.2290205,13.0397173
892,80.2291418,13.0401924
893,80.2293345,13.0410575
894,80.2286771,13.0398057
895,80.2296002,13.0395665
896,80.2315852,13.039779
897,80.2289798,13.0412687
898,80.2294636,13.0430266
899,80.2296452,13.0437496
900,80.2298118,13.0444372
901,80.2299736,13.045114
902,80.2304256,13.0477046
903,80.2305493,13.0485342
904,80.2306278,13.0491099
905,80.2306672,13.049326
906,80.2307833,13.0500704
907,80.2309873,13.051022
908,80.2311783,13.0515892
909,80.2313739,13.0521743
910,80.2318742,13.0539658
911,80.229989,13.0429513
912,80.2306553,13.0428802
913,80.2322925,13.0426694
914,80.2323025,13.0434348
915,80.2307808,13.0436331
916,80.2326242,13.0474713
917,80.2331974,13.0482201
918,80.233397,13.0489975
919,80.2321266,13.0491552
920,80.2335306,13.049634
921,80.2336821,13.0503424
922,80.2339314,13.0516647
923,80.2332841,13.0518467
924,80.2343074,13.0530191
925,80.2340901,13.0517865
926,80.2315143,13.0447614
927,80.231037,13.0448727
928,80.2309156,13.0442439
929,80.2295479,13.0411531
930,80.2355761,13.0445828
931,80.2350282,13.0446693
932,80.2332275,13.0449352
933,80.232657,13.0450219
934,80.2384045,13.0439559
935,80.2372152,13.0439347
936,80.2355228,13.0442645
937,80.2377586,13.0444393
938,80.2378128,13.044657
939,80.2379654,13.0452697
940,80.2380128,13.0454597
941,80.2381155,13.0458721
942,80.2382863,13.0465169
943,80.2384691,13.0472915
944,80.2386449,13.0479974
945,80.2356627,13.0450614
946,80.235686,13.0451877
947,80.2351366,13.045246
948,80.2333273,13.0454917
949,80.2327589,13.0455949
950,80.2353294,13.0462473
951,80.2354796,13.0470646
952,80.2358808,13.0460811
953,80.2335042,13.04651
954,80.2329541,13.0465512
955,80.2328731,13.0465624
956,80.2322047,13.0466698
957,80.233653,13.0473072
958,80.2387894,13.0430745
959,80.2397235,13.0429313
960,80.2408533,13.0427433
961,80.2453969,13.0474074
962,80.2466462,13.0471019
963,80.2452265,13.04649
964,80.2467899,13.0461303
965,80.2451471,13.0460525
966,80.2457596,13.0458845
967,80.2450942,13.0457166
968,80.2456036,13.0455961
969,80.2455631,13.0432504
970,80.2454478,13.0425675
971,80.2453394,13.0419279
972,80.2422723,13.0349313
973,80.2452304,13.0396075
974,80.2421853,13.0402294
975,80.2424525,13.0414717
976,80.2420639,13.0415273
977,80.2422129,13.0425188
978,80.2426296,13.04245
979,80.2428251,13.0436465
980,80.2392593,13.0444265
981,80.235807,13.0456931
982,80.2359268,13.0463197
983,80.2326694,13.0454165
984,80.2328389,13.045987
985,80.2327705,13.0459975
986,80.2319921,13.0461198
987,80.2315251,13.0541774
988,80.2315359,13.054465
989,80.2316029,13.0549425
990,80.232043,13.0564004
991,80.2321807,13.0574015
992,80.2321889,13.0579263
993,80.2341974,13.0582212
994,80.2341507,13.0577762
995,80.2341186,13.0572509
996,80.2340811,13.0567578
997,80.2340771,13.0566403
998,80.234042,13.0561527
999,80.233879,13.055314
1000,80.233748,13.0547342
1001,80.2336032,13.0539819
1002,80.2327032,13.056317
1003,80.2369109,13.0579346
1004,80.2368576,13.0574063
1005,80.2368147,13.0569561
1006,80.2367045,13.0559535
1007,80.2361316,13.0559922
1008,80.2360903,13.0541052
1009,80.233284,13.0482148
1010,80.2343551,13.048043
