link_id,tail,head,length
24686,15140,15185,80
24681,15137,15139,49
24683,15139,19432,719
61046,15541,15530,111
31887,22099,21151,122
60959,15461,15459,48
4892,2510,2511,105
17784,10160,20898,302
60550,19432,15139,719
3601,1800,1801,77
60552,15152,15140,508
3605,1802,1803,58
3604,1801,1802,40
60559,15147,15144,204
43242,3267,3266,110
3609,1804,1805,12
3608,1803,1804,195
6119,3290,3291,48
6114,3287,3288,96
6115,3288,3289,9
6117,3289,3290,106
6112,3286,3287,151
32747,21833,21834,139
32745,21832,21833,745
32743,21831,21832,1543
32742,21830,21831,51
51815,15311,8460,19
11434,6111,6112,218
56015,11412,11411,60
56017,11414,11412,183
17451,9960,9961,11
17456,9962,9971,152
17105,9706,9987,754
17106,9986,9706,157
7063,3731,3998,205
56019,11785,11414,72
56018,11787,11414,207
12299,6599,6602,9
20818,20610,12190,69
6029,3248,3249,182
17216,9764,9768,34
1769,850,851,126
24864,15266,20210,43
6021,3244,10267,552
6022,3244,10260,1282
6024,3245,3246,98
6025,3246,3247,8
6027,3247,3248,84
63550,17811,17810,48
63551,17812,17811,92
2641,1301,1302,206
2642,1302,26906,108
29779,19328,19438,51
19626,19329,11293,216
33108,22237,22181,417
43192,14243,3243,302
27880,17890,21792,731
27881,21845,17890,229
12481,19652,6712,76
20566,11959,15239,155
45800,17808,4579,47
60601,15201,15178,36
3559,26910,1781,47
30219,19690,19691,452
14355,7920,7921,289
719,305,1577,11
717,304,305,153
716,303,304,521
30211,19684,19685,162
30217,19689,19690,215
712,302,303,38
29855,19632,19387,45
30214,19686,19687,123
17918,10228,19470,976
17917,10232,10228,2683
40387,10846,1329,245
40385,2026,1329,57
30697,20212,20112,114
45936,14621,4653,18
18253,10412,20667,103
13010,7056,7057,57
1082,471,19648,247
1081,858,471,634
8766,4560,11609,97
2600,1284,15748,67
3385,1700,14710,289
3382,14711,1699,289
3383,15877,1700,218
3380,1699,9008,71
17860,10200,22236,2116
8761,4558,4559,115
15517,27642,8708,272
31411,27924,20751,52
6935,3669,6042,271
3091,1561,6046,114
60940,15459,15445,96
23147,13956,20923,41
338,146,147,435
334,144,145,198
337,145,146,106
330,142,143,83
333,143,144,300
4100,2039,2044,144
31092,20537,27642,97
31093,20549,20537,183
4108,2044,6120,76
32722,21820,21821,39
24692,15144,15147,204
24691,15144,15152,196
60639,15210,15209,149
4075,2026,2195,257
4074,10408,2025,210
4073,2025,13752,162
5799,27703,3092,12
60545,15134,15133,40
60548,15139,15137,49
25018,15374,15406,19
25011,15367,15374,201
60633,15562,15204,39
6108,3285,3286,122
6106,3284,3285,158
6104,3283,3284,148
6102,3282,3283,620
32751,21835,21836,224
32754,21836,21837,1186
32756,21837,21838,352
32759,21839,21840,137
25495,15807,15802,197
17469,9989,9972,645
17467,9972,10162,338
49135,14593,6599,63
25471,15781,19627,1
25470,19626,15781,22
12759,11284,6919,164
4910,21840,2517,739
941,410,26553,13
6032,3249,3250,43
6037,3252,3253,138
6035,3251,3252,111
6034,3250,3251,52
41055,8835,1734,129
2652,1305,6116,364
2651,1305,1343,49
41261,7057,1841,38
3416,1716,1740,55
3417,8078,1716,242
3412,5956,1713,78
12378,13344,6643,62
9688,5082,23419,53
9686,5081,5082,62
18216,20869,10384,159
20519,11918,11917,59
20518,11917,20113,139
25496,15802,19235,194
3560,1781,1787,142
3567,1784,1785,120
3569,1784,10164,69
8971,12539,4663,210
8972,4663,12540,53
6854,3631,14019,178
709,300,301,97
6853,17025,3631,40
41131,17812,1773,105
40733,14622,1541,172
705,299,300,15
40730,1550,1539,82
701,297,298,193
703,298,299,735
20420,20136,11865,47
18243,14326,10406,56
18246,21972,10409,206
18247,10409,22099,696
18245,19629,10408,188
8808,4579,17809,42
8809,4579,17808,47
31249,20639,20640,36
31248,20638,20639,10
31243,20635,20636,89
31242,20634,20635,31
34340,23418,23419,66
33860,22869,22870,101
30698,20113,20135,124
3394,9008,1705,207
3396,1705,1712,318
3399,1706,15877,60
30204,19676,19677,29
30205,19677,20875,77
30206,19680,20220,132
29840,19376,19384,54
29841,19380,19376,35
30203,19676,20875,73
38785,19763,175,13
38784,3245,175,47
35180,27516,24411,232
4267,2126,2125,102
4268,2125,13956,126
453,193,18140,420
454,194,19451,8
456,19450,194,652
51539,9425,8263,42
14430,7964,8827,51
14433,7965,11295,67
14432,7965,8827,94
14438,8833,7968,64
14358,7927,7922,397
8594,4473,8193,143
3081,1556,14823,4
8593,7030,4473,97
3083,1557,1767,100
3082,1557,3669,334
19472,11144,14625,1169
37494,26908,27193,67
15806,12067,8883,50
60506,15094,15092,34
32883,21969,21970,67
54385,17891,10236,272
72350,26585,26584,108
72351,26586,26585,53
24421,14908,14986,106
24423,14909,19763,38
24422,14909,14986,53
56490,11777,11776,168
940,5779,410,155
4008,1996,1997,20
32690,21803,21804,252
32692,21804,21805,235
32695,21805,21806,148
51247,8041,8039,72
32696,21806,21807,137
32699,21807,21808,328
4001,1993,1994,78
43257,3274,3273,24
4003,1994,1995,44
4005,1995,1996,45
43252,3272,3271,27
322,138,139,97
323,139,140,10
3972,13752,1981,297
326,140,141,68
3974,1981,21969,88
328,141,142,93
15093,8444,8445,296
60577,15185,15157,306
19882,26560,11485,310
19880,11484,26561,176
25008,15366,15460,109
19554,11218,11219,23
19557,11219,11220,30
6138,3299,3300,59
2334,1171,3678,23
2335,13653,1171,174
2338,1172,13654,175
2339,3677,1172,23
6131,3296,3297,49
6134,3297,3298,34
6135,3298,3299,161
15228,19448,8513,174
17476,9976,9977,31
17477,9977,10162,256
32035,21642,21253,104
32036,21253,21643,111
21163,12510,12508,72
32038,21254,21642,2
21164,12508,12609,76
60289,14986,14909,53
4908,2517,19456,20
4907,2517,3096,194
18289,22870,10434,67
39782,1104,887,43
993,19631,432,517
20165,11695,27733,156
3400,1713,1706,318
3409,1712,5956,93
4876,2504,2505,197
16879,27194,9546,292
16878,9546,9549,33
4879,2505,2506,263
12380,13729,6644,239
20506,20112,11911,74
20507,11911,20213,58
17494,9988,9989,46
18877,10766,26583,98
40750,14838,1550,40
3575,1788,17808,66
3574,1787,6222,29
60629,15209,15201,54
3576,1788,8039,136
3571,1785,1786,53
33019,22100,26916,11
3573,1786,1787,67
2667,1312,1314,69
2664,1310,27135,175
2663,26574,1310,197
722,306,3221,169
8960,4656,14622,310
2668,5769,1312,213
32771,22181,21855,597
29824,19366,19447,29
60890,15404,15394,132
40972,3789,1690,75
20436,20210,11873,151
20434,11873,20211,44
20432,11872,11959,39
20433,20137,11872,34
18581,10590,20638,181
18582,20637,10590,248
18585,20751,10591,193
18584,10591,24787,207
44069,6046,3692,340
30471,19896,20177,159
60449,15120,15050,122
40346,1343,1305,49
18724,10674,14651,43
18727,10675,10676,77
29949,19474,19475,174
18723,14650,10674,467
15088,8443,8439,100
15087,8439,8446,49
29944,19472,19473,180
29946,19473,19474,173
18729,10677,10678,75
29940,19470,19471,357
29942,19471,19472,605
3166,10167,1599,445
3167,1599,1600,126
3164,1598,14650,249
3162,1597,3198,69
3163,10144,1597,111
3161,20219,1596,141
3361,1691,3790,129
3363,1691,1735,102
4270,9464,2126,123
35175,24401,27516,163
35174,27733,24401,238
467,1948,198,18
466,198,20423,849
463,197,12547,11
6959,3678,11695,78
6957,6471,3677,513
14424,11289,7960,57
31254,20642,20643,328
31256,20643,20644,269
31252,20641,20642,145
31259,20644,20645,215
23189,13987,14003,277
23188,13993,13987,140
27749,17809,17810,59
3184,1636,1608,159
3185,1608,1610,146
3181,1606,14838,351
19724,11362,19969,15
19725,20155,11362,10
19722,11360,11361,48
19723,11362,11413,60
32683,21799,21800,32
32681,21798,21799,26
60960,15461,15460,67
32687,21801,21802,57
32684,21800,21801,56
43249,3271,3270,216
4012,1998,1999,95
43244,3268,3267,87
32689,21802,21803,25
4017,2001,2002,3
4015,2000,2001,268
4014,1999,2000,37
357,153,154,83
355,152,153,61
350,151,152,455
359,154,155,77
19548,11215,11224,51
25079,15435,15483,90
17208,12420,9759,23
6121,3291,3292,56
6123,3292,3293,103
60520,15112,15110,150
6129,3295,3296,45
6128,3294,3295,41
23852,14413,14414,35
289,127,3114,302
283,296,124,312
282,124,297,129
285,3180,125,435
287,126,127,706
286,125,126,264
21175,12515,12516,219
21176,12609,12515,107
21177,12516,12536,102
60483,15100,15074,44
56020,11416,11415,68
60529,15122,15117,156
25452,15759,27139,73
32022,21243,21254,234
55820,11224,11223,39
32021,21641,21243,72
22267,14594,13339,20
6017,3243,14243,302
6018,3243,14242,100
60290,19763,14909,38
24183,14710,15888,252
24184,14718,14711,123
23216,14002,17020,36
24188,26563,14716,29
16864,27195,9540,430
55810,11217,11216,35
16860,9548,9538,444
16861,9538,9960,638
46636,5082,5081,62
6309,3377,13994,180
6308,14019,3377,236
46638,23419,5082,53
20537,20203,11930,40
20534,11927,11929,44
20530,11923,20134,32
20538,11930,12009,187
40991,5957,1698,167
8954,4653,14621,18
8953,4652,23881,881
11138,7921,5951,152
60631,15565,15204,124
8959,4656,14621,214
2671,1314,5770,49
2672,9965,1315,131
2674,1315,26574,132
54437,14242,10267,87
11318,6051,6052,279
11316,6050,6051,108
11315,6049,23442,34
39754,6048,869,60
39756,874,869,41
11312,6049,6050,26
44070,6043,3692,283
37496,26916,26915,409
37492,26906,26907,33
37493,26907,26908,147
15098,8446,8447,186
18737,10682,10683,20
18734,11176,10680,100
18735,10680,10681,163
18732,10678,10679,64
29956,21855,19478,38
29957,19479,19480,779
15092,8445,8443,94
29955,19478,19479,302
29952,19477,19478,30
30313,19758,19759,146
29951,19475,19476,213
3178,1605,1606,254
17814,19469,10182,623
17815,10182,10232,709
3171,1601,1602,6
3170,1600,1601,251
3173,1602,1603,359
3175,1603,1604,99
18288,10434,10442,435
3176,1604,1605,222
29550,21640,19191,165
29551,19191,21232,274
1188,524,9471,525
1189,525,7425,22
24925,15297,15305,126
40975,1692,1691,76
40974,3790,1691,129
29826,19691,19367,29
723,10384,307,16
720,305,306,61
40756,14866,1554,116
40759,14825,1556,30
40978,1693,1692,252
2587,1280,27702,18
2586,15748,1279,95
17443,10396,9956,161
2582,1279,1276,276
19552,11217,11218,15
31221,20623,20624,69
31222,20624,20625,347
31225,20625,20626,44
31227,20626,20627,98
31229,20628,20629,165
3190,1610,4616,49
24734,15178,15201,36
23621,14243,14244,55
24407,14896,14899,202
24406,14896,14908,216
24404,14894,14899,211
28199,19447,18120,261
24401,14892,15147,132
24400,14891,14892,41
27754,17819,19133,274
27750,17810,17811,48
27751,17811,17812,92
472,6712,201,283
473,201,856,148
476,202,858,190
477,202,203,385
475,3221,202,125
479,203,204,67
28200,18120,19448,109
